Questions,Negative Retrieved Index
Could you count the number of bedside tables?,"['toilet', 'toilet_1']"
Could you count the number of bedside tables?,"['towel', 'towel_1']"
Could you count the number of bedside tables?,"['towel', 'towel_2']"
Could you count the number of bedside tables?,"['towel', 'towel_3']"
Could you count the number of bedside tables?,"['towel', 'towel_4']"
What's the total quantity of bedside tables?,"['alseda', 'alseda_1']"
What's the total quantity of bedside tables?,"['alseda', 'alseda_2']"
What's the total quantity of bedside tables?,"['alu chair', 'alu chair_1']"
What's the total quantity of bedside tables?,"['aspen tree', 'aspen tree_1']"
What's the total quantity of bedside tables?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
What's the total quantity of bedside tables?,"['bathroom door', 'bathroom door_1']"
What's the total quantity of bedside tables?,"['bedroom door', 'bedroom door_1']"
What's the total quantity of bedside tables?,"['courtyard door', 'courtyard door_1']"
What's the total quantity of bedside tables?,"['courtyard door', 'courtyard door_2']"
What's the total quantity of bedside tables?,"['courtyard door', 'courtyard door_3']"
What's the total quantity of bedside tables?,"['courtyard stair', 'courtyard stair_1']"
What's the total quantity of bedside tables?,"['hemnes drawer', 'hemnes drawer_1']"
What's the total quantity of bedside tables?,"['hemnes drawer', 'hemnes drawer_2']"
What's the total quantity of bedside tables?,"['hemnes shelf', 'hemnes shelf_1']"
What's the total quantity of bedside tables?,"['ikea superfront', 'ikea superfront_1']"
What's the total quantity of bedside tables?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
What's the total quantity of bedside tables?,"['kitchen', 'kitchen_1']"
What's the total quantity of bedside tables?,"['kitchen accessory', 'kitchen accessory_1']"
What's the total quantity of bedside tables?,"['kitchen hood', 'kitchen hood_1']"
What's the total quantity of bedside tables?,"['knod', 'knod_1']"
What's the total quantity of bedside tables?,"['knod', 'knod_2']"
What's the total quantity of bedside tables?,"['low round table', 'low round table_1']"
What's the total quantity of bedside tables?,"['mac', 'mac_1']"
What's the total quantity of bedside tables?,"['mac keyboard', 'mac keyboard_1']"
What's the total quantity of bedside tables?,"['mac mouse', 'mac mouse_1']"
What's the total quantity of bedside tables?,"['mirror', 'mirror_1']"
What's the total quantity of bedside tables?,"['relax room door', 'relax room door_1']"
What's the total quantity of bedside tables?,"['selia', 'selia_1']"
What's the total quantity of bedside tables?,"['selia', 'selia_2']"
What's the total quantity of bedside tables?,"['shower', 'shower_1']"
What's the total quantity of bedside tables?,"['stair', 'stair_1']"
What's the total quantity of bedside tables?,"['toilet', 'toilet_1']"
What's the total quantity of bedside tables?,"['towel', 'towel_1']"
What's the total quantity of bedside tables?,"['towel', 'towel_2']"
What's the total quantity of bedside tables?,"['towel', 'towel_3']"
What's the total quantity of bedside tables?,"['towel', 'towel_4']"
Can you provide the count of bedside tables?,"['alseda', 'alseda_1']"
Can you provide the count of bedside tables?,"['alseda', 'alseda_2']"
Can you provide the count of bedside tables?,"['alu chair', 'alu chair_1']"
Can you provide the count of bedside tables?,"['aspen tree', 'aspen tree_1']"
Can you provide the count of bedside tables?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Can you provide the count of bedside tables?,"['bathroom door', 'bathroom door_1']"
Can you provide the count of bedside tables?,"['bedroom door', 'bedroom door_1']"
Can you provide the count of bedside tables?,"['courtyard door', 'courtyard door_1']"
Can you provide the count of bedside tables?,"['courtyard door', 'courtyard door_2']"
Can you provide the count of bedside tables?,"['courtyard door', 'courtyard door_3']"
Can you provide the count of bedside tables?,"['courtyard stair', 'courtyard stair_1']"
Can you provide the count of bedside tables?,"['hemnes drawer', 'hemnes drawer_1']"
Can you provide the count of bedside tables?,"['hemnes drawer', 'hemnes drawer_2']"
Can you provide the count of bedside tables?,"['hemnes shelf', 'hemnes shelf_1']"
Can you provide the count of bedside tables?,"['ikea superfront', 'ikea superfront_1']"
Can you provide the count of bedside tables?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Can you provide the count of bedside tables?,"['kitchen', 'kitchen_1']"
Can you provide the count of bedside tables?,"['kitchen accessory', 'kitchen accessory_1']"
Can you provide the count of bedside tables?,"['kitchen hood', 'kitchen hood_1']"
Can you provide the count of bedside tables?,"['knod', 'knod_1']"
Can you provide the count of bedside tables?,"['knod', 'knod_2']"
Can you provide the count of bedside tables?,"['low round table', 'low round table_1']"
Can you provide the count of bedside tables?,"['mac', 'mac_1']"
Can you provide the count of bedside tables?,"['mac keyboard', 'mac keyboard_1']"
Can you provide the count of bedside tables?,"['mac mouse', 'mac mouse_1']"
Can you provide the count of bedside tables?,"['mirror', 'mirror_1']"
Can you provide the count of bedside tables?,"['relax room door', 'relax room door_1']"
Can you provide the count of bedside tables?,"['selia', 'selia_1']"
Can you provide the count of bedside tables?,"['selia', 'selia_2']"
Can you provide the count of bedside tables?,"['shower', 'shower_1']"
Can you provide the count of bedside tables?,"['stair', 'stair_1']"
Can you provide the count of bedside tables?,"['toilet', 'toilet_1']"
Can you provide the count of bedside tables?,"['towel', 'towel_1']"
Can you provide the count of bedside tables?,"['towel', 'towel_2']"
Can you provide the count of bedside tables?,"['towel', 'towel_3']"
Can you provide the count of bedside tables?,"['towel', 'towel_4']"
Do you know how many bedside tables exist?,"['alseda', 'alseda_1']"
Do you know how many bedside tables exist?,"['alseda', 'alseda_2']"
Do you know how many bedside tables exist?,"['alu chair', 'alu chair_1']"
Do you know how many bedside tables exist?,"['aspen tree', 'aspen tree_1']"
Do you know how many bedside tables exist?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Do you know how many bedside tables exist?,"['bathroom door', 'bathroom door_1']"
Do you know how many bedside tables exist?,"['bedroom door', 'bedroom door_1']"
Do you know how many bedside tables exist?,"['courtyard door', 'courtyard door_1']"
Do you know how many bedside tables exist?,"['courtyard door', 'courtyard door_2']"
Do you know how many bedside tables exist?,"['courtyard door', 'courtyard door_3']"
Do you know how many bedside tables exist?,"['courtyard stair', 'courtyard stair_1']"
Do you know how many bedside tables exist?,"['hemnes drawer', 'hemnes drawer_1']"
Do you know how many bedside tables exist?,"['hemnes drawer', 'hemnes drawer_2']"
Do you know how many bedside tables exist?,"['hemnes shelf', 'hemnes shelf_1']"
Do you know how many bedside tables exist?,"['ikea superfront', 'ikea superfront_1']"
Do you know how many bedside tables exist?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Do you know how many bedside tables exist?,"['kitchen', 'kitchen_1']"
Do you know how many bedside tables exist?,"['kitchen accessory', 'kitchen accessory_1']"
Do you know how many bedside tables exist?,"['kitchen hood', 'kitchen hood_1']"
Do you know how many bedside tables exist?,"['knod', 'knod_1']"
Do you know how many bedside tables exist?,"['knod', 'knod_2']"
Do you know how many bedside tables exist?,"['low round table', 'low round table_1']"
Do you know how many bedside tables exist?,"['mac', 'mac_1']"
Do you know how many bedside tables exist?,"['mac keyboard', 'mac keyboard_1']"
Do you know how many bedside tables exist?,"['mac mouse', 'mac mouse_1']"
Do you know how many bedside tables exist?,"['mirror', 'mirror_1']"
Do you know how many bedside tables exist?,"['relax room door', 'relax room door_1']"
Do you know how many bedside tables exist?,"['selia', 'selia_1']"
Do you know how many bedside tables exist?,"['selia', 'selia_2']"
Do you know how many bedside tables exist?,"['shower', 'shower_1']"
Do you know how many bedside tables exist?,"['stair', 'stair_1']"
Do you know how many bedside tables exist?,"['toilet', 'toilet_1']"
Do you know how many bedside tables exist?,"['towel', 'towel_1']"
Do you know how many bedside tables exist?,"['towel', 'towel_2']"
Do you know how many bedside tables exist?,"['towel', 'towel_3']"
Do you know how many bedside tables exist?,"['towel', 'towel_4']"
What's the number of bedside tables present?,"['alseda', 'alseda_1']"
What's the number of bedside tables present?,"['alseda', 'alseda_2']"
What's the number of bedside tables present?,"['alu chair', 'alu chair_1']"
What's the number of bedside tables present?,"['aspen tree', 'aspen tree_1']"
What's the number of bedside tables present?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
What's the number of bedside tables present?,"['bathroom door', 'bathroom door_1']"
What's the number of bedside tables present?,"['bedroom door', 'bedroom door_1']"
What's the number of bedside tables present?,"['courtyard door', 'courtyard door_1']"
What's the number of bedside tables present?,"['courtyard door', 'courtyard door_2']"
What's the number of bedside tables present?,"['courtyard door', 'courtyard door_3']"
What's the number of bedside tables present?,"['courtyard stair', 'courtyard stair_1']"
What's the number of bedside tables present?,"['hemnes drawer', 'hemnes drawer_1']"
What's the number of bedside tables present?,"['hemnes drawer', 'hemnes drawer_2']"
What's the number of bedside tables present?,"['hemnes shelf', 'hemnes shelf_1']"
What's the number of bedside tables present?,"['ikea superfront', 'ikea superfront_1']"
What's the number of bedside tables present?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
What's the number of bedside tables present?,"['kitchen', 'kitchen_1']"
What's the number of bedside tables present?,"['kitchen accessory', 'kitchen accessory_1']"
What's the number of bedside tables present?,"['kitchen hood', 'kitchen hood_1']"
What's the number of bedside tables present?,"['knod', 'knod_1']"
What's the number of bedside tables present?,"['knod', 'knod_2']"
What's the number of bedside tables present?,"['low round table', 'low round table_1']"
What's the number of bedside tables present?,"['mac', 'mac_1']"
What's the number of bedside tables present?,"['mac keyboard', 'mac keyboard_1']"
What's the number of bedside tables present?,"['mac mouse', 'mac mouse_1']"
What's the number of bedside tables present?,"['mirror', 'mirror_1']"
What's the number of bedside tables present?,"['relax room door', 'relax room door_1']"
What's the number of bedside tables present?,"['selia', 'selia_1']"
What's the number of bedside tables present?,"['selia', 'selia_2']"
What's the number of bedside tables present?,"['shower', 'shower_1']"
What's the number of bedside tables present?,"['stair', 'stair_1']"
What's the number of bedside tables present?,"['toilet', 'toilet_1']"
What's the number of bedside tables present?,"['towel', 'towel_1']"
What's the number of bedside tables present?,"['towel', 'towel_2']"
What's the number of bedside tables present?,"['towel', 'towel_3']"
What's the number of bedside tables present?,"['towel', 'towel_4']"
How many courtyard doors are there?,"['alseda', 'alseda_1']"
How many courtyard doors are there?,"['alseda', 'alseda_2']"
How many courtyard doors are there?,"['alu chair', 'alu chair_1']"
How many courtyard doors are there?,"['aspen tree', 'aspen tree_1']"
How many courtyard doors are there?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
How many courtyard doors are there?,"['bathroom door', 'bathroom door_1']"
How many courtyard doors are there?,"['bedroom door', 'bedroom door_1']"
How many courtyard doors are there?,"['bedside table', 'bedside table_1']"
How many courtyard doors are there?,"['courtyard stair', 'courtyard stair_1']"
How many courtyard doors are there?,"['hemnes drawer', 'hemnes drawer_1']"
How many courtyard doors are there?,"['hemnes drawer', 'hemnes drawer_2']"
How many courtyard doors are there?,"['hemnes shelf', 'hemnes shelf_1']"
How many courtyard doors are there?,"['ikea superfront', 'ikea superfront_1']"
How many courtyard doors are there?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
How many courtyard doors are there?,"['kitchen', 'kitchen_1']"
How many courtyard doors are there?,"['kitchen accessory', 'kitchen accessory_1']"
How many courtyard doors are there?,"['kitchen hood', 'kitchen hood_1']"
How many courtyard doors are there?,"['knod', 'knod_1']"
How many courtyard doors are there?,"['knod', 'knod_2']"
How many courtyard doors are there?,"['low round table', 'low round table_1']"
How many courtyard doors are there?,"['mac', 'mac_1']"
How many courtyard doors are there?,"['mac keyboard', 'mac keyboard_1']"
How many courtyard doors are there?,"['mac mouse', 'mac mouse_1']"
How many courtyard doors are there?,"['mirror', 'mirror_1']"
How many courtyard doors are there?,"['relax room door', 'relax room door_1']"
How many courtyard doors are there?,"['selia', 'selia_1']"
How many courtyard doors are there?,"['selia', 'selia_2']"
How many courtyard doors are there?,"['shower', 'shower_1']"
How many courtyard doors are there?,"['stair', 'stair_1']"
How many courtyard doors are there?,"['toilet', 'toilet_1']"
How many courtyard doors are there?,"['towel', 'towel_1']"
How many courtyard doors are there?,"['towel', 'towel_2']"
How many courtyard doors are there?,"['towel', 'towel_3']"
How many courtyard doors are there?,"['towel', 'towel_4']"
Could you count the number of courtyard doors?,"['alseda', 'alseda_1']"
Could you count the number of courtyard doors?,"['alseda', 'alseda_2']"
Could you count the number of courtyard doors?,"['alu chair', 'alu chair_1']"
Could you count the number of courtyard doors?,"['aspen tree', 'aspen tree_1']"
Could you count the number of courtyard doors?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Could you count the number of courtyard doors?,"['bathroom door', 'bathroom door_1']"
Could you count the number of courtyard doors?,"['bedroom door', 'bedroom door_1']"
Could you count the number of courtyard doors?,"['bedside table', 'bedside table_1']"
Could you count the number of courtyard doors?,"['courtyard stair', 'courtyard stair_1']"
Could you count the number of courtyard doors?,"['hemnes drawer', 'hemnes drawer_1']"
Could you count the number of courtyard doors?,"['hemnes drawer', 'hemnes drawer_2']"
Could you count the number of courtyard doors?,"['hemnes shelf', 'hemnes shelf_1']"
Could you count the number of courtyard doors?,"['ikea superfront', 'ikea superfront_1']"
Could you count the number of courtyard doors?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Could you count the number of courtyard doors?,"['kitchen', 'kitchen_1']"
Could you count the number of courtyard doors?,"['kitchen accessory', 'kitchen accessory_1']"
Could you count the number of courtyard doors?,"['kitchen hood', 'kitchen hood_1']"
Could you count the number of courtyard doors?,"['knod', 'knod_1']"
Could you count the number of courtyard doors?,"['knod', 'knod_2']"
Could you count the number of courtyard doors?,"['low round table', 'low round table_1']"
Could you count the number of courtyard doors?,"['mac', 'mac_1']"
Could you count the number of courtyard doors?,"['mac keyboard', 'mac keyboard_1']"
Could you count the number of courtyard doors?,"['mac mouse', 'mac mouse_1']"
Could you count the number of courtyard doors?,"['mirror', 'mirror_1']"
Could you count the number of courtyard doors?,"['relax room door', 'relax room door_1']"
Could you count the number of courtyard doors?,"['selia', 'selia_1']"
Could you count the number of courtyard doors?,"['selia', 'selia_2']"
Could you count the number of courtyard doors?,"['shower', 'shower_1']"
Could you count the number of courtyard doors?,"['stair', 'stair_1']"
Could you count the number of courtyard doors?,"['toilet', 'toilet_1']"
Could you count the number of courtyard doors?,"['towel', 'towel_1']"
Could you count the number of courtyard doors?,"['towel', 'towel_2']"
Could you count the number of courtyard doors?,"['towel', 'towel_3']"
Could you count the number of courtyard doors?,"['towel', 'towel_4']"
What's the total quantity of courtyard doors?,"['alseda', 'alseda_1']"
What's the total quantity of courtyard doors?,"['alseda', 'alseda_2']"
What's the total quantity of courtyard doors?,"['alu chair', 'alu chair_1']"
What's the total quantity of courtyard doors?,"['aspen tree', 'aspen tree_1']"
What's the total quantity of courtyard doors?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
What's the total quantity of courtyard doors?,"['bathroom door', 'bathroom door_1']"
What's the total quantity of courtyard doors?,"['bedroom door', 'bedroom door_1']"
What's the total quantity of courtyard doors?,"['bedside table', 'bedside table_1']"
What's the total quantity of courtyard doors?,"['courtyard stair', 'courtyard stair_1']"
What's the total quantity of courtyard doors?,"['hemnes drawer', 'hemnes drawer_1']"
What's the total quantity of courtyard doors?,"['hemnes drawer', 'hemnes drawer_2']"
What's the total quantity of courtyard doors?,"['hemnes shelf', 'hemnes shelf_1']"
What's the total quantity of courtyard doors?,"['ikea superfront', 'ikea superfront_1']"
What's the total quantity of courtyard doors?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
What's the total quantity of courtyard doors?,"['kitchen', 'kitchen_1']"
What's the total quantity of courtyard doors?,"['kitchen accessory', 'kitchen accessory_1']"
What's the total quantity of courtyard doors?,"['kitchen hood', 'kitchen hood_1']"
What's the total quantity of courtyard doors?,"['knod', 'knod_1']"
What's the total quantity of courtyard doors?,"['knod', 'knod_2']"
What's the total quantity of courtyard doors?,"['low round table', 'low round table_1']"
What's the total quantity of courtyard doors?,"['mac', 'mac_1']"
What's the total quantity of courtyard doors?,"['mac keyboard', 'mac keyboard_1']"
What's the total quantity of courtyard doors?,"['mac mouse', 'mac mouse_1']"
What's the total quantity of courtyard doors?,"['mirror', 'mirror_1']"
What's the total quantity of courtyard doors?,"['relax room door', 'relax room door_1']"
What's the total quantity of courtyard doors?,"['selia', 'selia_1']"
What's the total quantity of courtyard doors?,"['selia', 'selia_2']"
What's the total quantity of courtyard doors?,"['shower', 'shower_1']"
What's the total quantity of courtyard doors?,"['stair', 'stair_1']"
What's the total quantity of courtyard doors?,"['toilet', 'toilet_1']"
What's the total quantity of courtyard doors?,"['towel', 'towel_1']"
What's the total quantity of courtyard doors?,"['towel', 'towel_2']"
What's the total quantity of courtyard doors?,"['towel', 'towel_3']"
What's the total quantity of courtyard doors?,"['towel', 'towel_4']"
Can you provide the count of courtyard doors?,"['alseda', 'alseda_1']"
Can you provide the count of courtyard doors?,"['alseda', 'alseda_2']"
Can you provide the count of courtyard doors?,"['alu chair', 'alu chair_1']"
Can you provide the count of courtyard doors?,"['aspen tree', 'aspen tree_1']"
Can you provide the count of courtyard doors?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Can you provide the count of courtyard doors?,"['bathroom door', 'bathroom door_1']"
Can you provide the count of courtyard doors?,"['bedroom door', 'bedroom door_1']"
Can you provide the count of courtyard doors?,"['bedside table', 'bedside table_1']"
Can you provide the count of courtyard doors?,"['courtyard stair', 'courtyard stair_1']"
Can you provide the count of courtyard doors?,"['hemnes drawer', 'hemnes drawer_1']"
Can you provide the count of courtyard doors?,"['hemnes drawer', 'hemnes drawer_2']"
Can you provide the count of courtyard doors?,"['hemnes shelf', 'hemnes shelf_1']"
Can you provide the count of courtyard doors?,"['ikea superfront', 'ikea superfront_1']"
Can you provide the count of courtyard doors?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Can you provide the count of courtyard doors?,"['kitchen', 'kitchen_1']"
Can you provide the count of courtyard doors?,"['kitchen accessory', 'kitchen accessory_1']"
Can you provide the count of courtyard doors?,"['kitchen hood', 'kitchen hood_1']"
Can you provide the count of courtyard doors?,"['knod', 'knod_1']"
Can you provide the count of courtyard doors?,"['knod', 'knod_2']"
Can you provide the count of courtyard doors?,"['low round table', 'low round table_1']"
Can you provide the count of courtyard doors?,"['mac', 'mac_1']"
Can you provide the count of courtyard doors?,"['mac keyboard', 'mac keyboard_1']"
Can you provide the count of courtyard doors?,"['mac mouse', 'mac mouse_1']"
Can you provide the count of courtyard doors?,"['mirror', 'mirror_1']"
Can you provide the count of courtyard doors?,"['relax room door', 'relax room door_1']"
Can you provide the count of courtyard doors?,"['selia', 'selia_1']"
Can you provide the count of courtyard doors?,"['selia', 'selia_2']"
Can you provide the count of courtyard doors?,"['shower', 'shower_1']"
Can you provide the count of courtyard doors?,"['stair', 'stair_1']"
Can you provide the count of courtyard doors?,"['toilet', 'toilet_1']"
Can you provide the count of courtyard doors?,"['towel', 'towel_1']"
Can you provide the count of courtyard doors?,"['towel', 'towel_2']"
Can you provide the count of courtyard doors?,"['towel', 'towel_3']"
Can you provide the count of courtyard doors?,"['towel', 'towel_4']"
Do you know how many courtyard doors exist?,"['alseda', 'alseda_1']"
Do you know how many courtyard doors exist?,"['alseda', 'alseda_2']"
Do you know how many courtyard doors exist?,"['alu chair', 'alu chair_1']"
Do you know how many courtyard doors exist?,"['aspen tree', 'aspen tree_1']"
Do you know how many courtyard doors exist?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Do you know how many courtyard doors exist?,"['bathroom door', 'bathroom door_1']"
Do you know how many courtyard doors exist?,"['bedroom door', 'bedroom door_1']"
Do you know how many courtyard doors exist?,"['bedside table', 'bedside table_1']"
Do you know how many courtyard doors exist?,"['courtyard stair', 'courtyard stair_1']"
Do you know how many courtyard doors exist?,"['hemnes drawer', 'hemnes drawer_1']"
Do you know how many courtyard doors exist?,"['hemnes drawer', 'hemnes drawer_2']"
Do you know how many courtyard doors exist?,"['hemnes shelf', 'hemnes shelf_1']"
Do you know how many courtyard doors exist?,"['ikea superfront', 'ikea superfront_1']"
Do you know how many courtyard doors exist?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Do you know how many courtyard doors exist?,"['kitchen', 'kitchen_1']"
Do you know how many courtyard doors exist?,"['kitchen accessory', 'kitchen accessory_1']"
Do you know how many courtyard doors exist?,"['kitchen hood', 'kitchen hood_1']"
Do you know how many courtyard doors exist?,"['knod', 'knod_1']"
Do you know how many courtyard doors exist?,"['knod', 'knod_2']"
Do you know how many courtyard doors exist?,"['low round table', 'low round table_1']"
Do you know how many courtyard doors exist?,"['mac', 'mac_1']"
Do you know how many courtyard doors exist?,"['mac keyboard', 'mac keyboard_1']"
Do you know how many courtyard doors exist?,"['mac mouse', 'mac mouse_1']"
Do you know how many courtyard doors exist?,"['mirror', 'mirror_1']"
Do you know how many courtyard doors exist?,"['relax room door', 'relax room door_1']"
Do you know how many courtyard doors exist?,"['selia', 'selia_1']"
Do you know how many courtyard doors exist?,"['selia', 'selia_2']"
Do you know how many courtyard doors exist?,"['shower', 'shower_1']"
Do you know how many courtyard doors exist?,"['stair', 'stair_1']"
Do you know how many courtyard doors exist?,"['toilet', 'toilet_1']"
Do you know how many courtyard doors exist?,"['towel', 'towel_1']"
Do you know how many courtyard doors exist?,"['towel', 'towel_2']"
Do you know how many courtyard doors exist?,"['towel', 'towel_3']"
Do you know how many courtyard doors exist?,"['towel', 'towel_4']"
What's the number of courtyard doors present?,"['alseda', 'alseda_1']"
What's the number of courtyard doors present?,"['alseda', 'alseda_2']"
What's the number of courtyard doors present?,"['alu chair', 'alu chair_1']"
What's the number of courtyard doors present?,"['aspen tree', 'aspen tree_1']"
What's the number of courtyard doors present?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
What's the number of courtyard doors present?,"['bathroom door', 'bathroom door_1']"
What's the number of courtyard doors present?,"['bedroom door', 'bedroom door_1']"
What's the number of courtyard doors present?,"['bedside table', 'bedside table_1']"
What's the number of courtyard doors present?,"['courtyard stair', 'courtyard stair_1']"
What's the number of courtyard doors present?,"['hemnes drawer', 'hemnes drawer_1']"
What's the number of courtyard doors present?,"['hemnes drawer', 'hemnes drawer_2']"
What's the number of courtyard doors present?,"['hemnes shelf', 'hemnes shelf_1']"
What's the number of courtyard doors present?,"['ikea superfront', 'ikea superfront_1']"
What's the number of courtyard doors present?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
What's the number of courtyard doors present?,"['kitchen', 'kitchen_1']"
What's the number of courtyard doors present?,"['kitchen accessory', 'kitchen accessory_1']"
What's the number of courtyard doors present?,"['kitchen hood', 'kitchen hood_1']"
What's the number of courtyard doors present?,"['knod', 'knod_1']"
What's the number of courtyard doors present?,"['knod', 'knod_2']"
What's the number of courtyard doors present?,"['low round table', 'low round table_1']"
What's the number of courtyard doors present?,"['mac', 'mac_1']"
What's the number of courtyard doors present?,"['mac keyboard', 'mac keyboard_1']"
What's the number of courtyard doors present?,"['mac mouse', 'mac mouse_1']"
What's the number of courtyard doors present?,"['mirror', 'mirror_1']"
What's the number of courtyard doors present?,"['relax room door', 'relax room door_1']"
What's the number of courtyard doors present?,"['selia', 'selia_1']"
What's the number of courtyard doors present?,"['selia', 'selia_2']"
What's the number of courtyard doors present?,"['shower', 'shower_1']"
What's the number of courtyard doors present?,"['stair', 'stair_1']"
What's the number of courtyard doors present?,"['toilet', 'toilet_1']"
What's the number of courtyard doors present?,"['towel', 'towel_1']"
What's the number of courtyard doors present?,"['towel', 'towel_2']"
What's the number of courtyard doors present?,"['towel', 'towel_3']"
What's the number of courtyard doors present?,"['towel', 'towel_4']"
How many courtyard doors are there?,"['alseda', 'alseda_1']"
How many courtyard doors are there?,"['alseda', 'alseda_2']"
How many courtyard doors are there?,"['alu chair', 'alu chair_1']"
How many courtyard doors are there?,"['aspen tree', 'aspen tree_1']"
How many courtyard doors are there?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
How many courtyard doors are there?,"['bathroom door', 'bathroom door_1']"
How many courtyard doors are there?,"['bedroom door', 'bedroom door_1']"
How many courtyard doors are there?,"['bedside table', 'bedside table_1']"
How many courtyard doors are there?,"['courtyard stair', 'courtyard stair_1']"
How many courtyard doors are there?,"['hemnes drawer', 'hemnes drawer_1']"
How many courtyard doors are there?,"['hemnes drawer', 'hemnes drawer_2']"
How many courtyard doors are there?,"['hemnes shelf', 'hemnes shelf_1']"
How many courtyard doors are there?,"['ikea superfront', 'ikea superfront_1']"
How many courtyard doors are there?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
How many courtyard doors are there?,"['kitchen', 'kitchen_1']"
How many courtyard doors are there?,"['kitchen accessory', 'kitchen accessory_1']"
How many courtyard doors are there?,"['kitchen hood', 'kitchen hood_1']"
How many courtyard doors are there?,"['knod', 'knod_1']"
How many courtyard doors are there?,"['knod', 'knod_2']"
How many courtyard doors are there?,"['low round table', 'low round table_1']"
How many courtyard doors are there?,"['mac', 'mac_1']"
How many courtyard doors are there?,"['mac keyboard', 'mac keyboard_1']"
How many courtyard doors are there?,"['mac mouse', 'mac mouse_1']"
How many courtyard doors are there?,"['mirror', 'mirror_1']"
How many courtyard doors are there?,"['relax room door', 'relax room door_1']"
How many courtyard doors are there?,"['selia', 'selia_1']"
How many courtyard doors are there?,"['selia', 'selia_2']"
How many courtyard doors are there?,"['shower', 'shower_1']"
How many courtyard doors are there?,"['stair', 'stair_1']"
How many courtyard doors are there?,"['toilet', 'toilet_1']"
How many courtyard doors are there?,"['towel', 'towel_1']"
How many courtyard doors are there?,"['towel', 'towel_2']"
How many courtyard doors are there?,"['towel', 'towel_3']"
How many courtyard doors are there?,"['towel', 'towel_4']"
Could you count the number of courtyard doors?,"['alseda', 'alseda_1']"
Could you count the number of courtyard doors?,"['alseda', 'alseda_2']"
Could you count the number of courtyard doors?,"['alu chair', 'alu chair_1']"
Could you count the number of courtyard doors?,"['aspen tree', 'aspen tree_1']"
Could you count the number of courtyard doors?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Could you count the number of courtyard doors?,"['bathroom door', 'bathroom door_1']"
Could you count the number of courtyard doors?,"['bedroom door', 'bedroom door_1']"
Could you count the number of courtyard doors?,"['bedside table', 'bedside table_1']"
Could you count the number of courtyard doors?,"['courtyard stair', 'courtyard stair_1']"
Could you count the number of courtyard doors?,"['hemnes drawer', 'hemnes drawer_1']"
Could you count the number of courtyard doors?,"['hemnes drawer', 'hemnes drawer_2']"
Could you count the number of courtyard doors?,"['hemnes shelf', 'hemnes shelf_1']"
Could you count the number of courtyard doors?,"['ikea superfront', 'ikea superfront_1']"
Could you count the number of courtyard doors?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Could you count the number of courtyard doors?,"['kitchen', 'kitchen_1']"
Could you count the number of courtyard doors?,"['kitchen accessory', 'kitchen accessory_1']"
Could you count the number of courtyard doors?,"['kitchen hood', 'kitchen hood_1']"
Could you count the number of courtyard doors?,"['knod', 'knod_1']"
Could you count the number of courtyard doors?,"['knod', 'knod_2']"
Could you count the number of courtyard doors?,"['low round table', 'low round table_1']"
Could you count the number of courtyard doors?,"['mac', 'mac_1']"
Could you count the number of courtyard doors?,"['mac keyboard', 'mac keyboard_1']"
Could you count the number of courtyard doors?,"['mac mouse', 'mac mouse_1']"
Could you count the number of courtyard doors?,"['mirror', 'mirror_1']"
Could you count the number of courtyard doors?,"['relax room door', 'relax room door_1']"
Could you count the number of courtyard doors?,"['selia', 'selia_1']"
Could you count the number of courtyard doors?,"['selia', 'selia_2']"
Could you count the number of courtyard doors?,"['shower', 'shower_1']"
Could you count the number of courtyard doors?,"['stair', 'stair_1']"
Could you count the number of courtyard doors?,"['toilet', 'toilet_1']"
Could you count the number of courtyard doors?,"['towel', 'towel_1']"
Could you count the number of courtyard doors?,"['towel', 'towel_2']"
Could you count the number of courtyard doors?,"['towel', 'towel_3']"
Could you count the number of courtyard doors?,"['towel', 'towel_4']"
What's the total quantity of courtyard doors?,"['alseda', 'alseda_1']"
