Questions,Negative Retrieved Index
Do you know how many chocolate ice cream posters exist?,"['sale poster', 'sale poster_1']"
Do you know how many chocolate ice cream posters exist?,"['sidetable', 'sidetable_1']"
Do you know how many chocolate ice cream posters exist?,"['sidetable', 'sidetable_2']"
Do you know how many chocolate ice cream posters exist?,"['sidetable', 'sidetable_3']"
Do you know how many chocolate ice cream posters exist?,"['sidetable', 'sidetable_4']"
Do you know how many chocolate ice cream posters exist?,"['small shelf', 'small shelf_1']"
Do you know how many chocolate ice cream posters exist?,"['small shelf', 'small shelf_2']"
Do you know how many chocolate ice cream posters exist?,"['small shelf', 'small shelf_3']"
Do you know how many chocolate ice cream posters exist?,"['small shelf', 'small shelf_4']"
Do you know how many chocolate ice cream posters exist?,"['vending machine', 'vending machine_1']"
Do you know how many chocolate ice cream posters exist?,"['vending machine', 'vending machine_2']"
Do you know how many chocolate ice cream posters exist?,"['water bottle', 'water bottle_1']"
Do you know how many chocolate ice cream posters exist?,"['water bottle', 'water bottle_2']"
Do you know how many chocolate ice cream posters exist?,"['water bottle', 'water bottle_3']"
Do you know how many chocolate ice cream posters exist?,"['water bottle', 'water bottle_4']"
Do you know how many chocolate ice cream posters exist?,"['welcome signboard', 'welcome signboard_1']"
Do you know how many chocolate ice cream posters exist?,"['white chocolate', 'white chocolate_1']"
Do you know how many chocolate ice cream posters exist?,"['white chocolate', 'white chocolate_2']"
Do you know how many chocolate ice cream posters exist?,"['yellow chocolate', 'yellow chocolate_1']"
Do you know how many chocolate ice cream posters exist?,"['yellow chocolate', 'yellow chocolate_2']"
What's the number of chocolate ice cream posters present?,"['brown chocolate', 'brown chocolate_1']"
What's the number of chocolate ice cream posters present?,"['brown chocolate', 'brown chocolate_2']"
What's the number of chocolate ice cream posters present?,"['cash register', 'cash register_1']"
What's the number of chocolate ice cream posters present?,"['chipbox', 'chipbox_1']"
What's the number of chocolate ice cream posters present?,"['chipbox', 'chipbox_2']"
What's the number of chocolate ice cream posters present?,"['coffee poster', 'coffee poster_1']"
What's the number of chocolate ice cream posters present?,"['counter', 'counter_1']"
What's the number of chocolate ice cream posters present?,"['door', 'door_1']"
What's the number of chocolate ice cream posters present?,"['door', 'door_2']"
What's the number of chocolate ice cream posters present?,"['double door', 'double door_1']"
What's the number of chocolate ice cream posters present?,"['double door', 'double door_2']"
What's the number of chocolate ice cream posters present?,"['ice cream poster', 'ice cream poster_1']"
What's the number of chocolate ice cream posters present?,"['lemon poster', 'lemon poster_1']"
What's the number of chocolate ice cream posters present?,"['sale poster', 'sale poster_1']"
What's the number of chocolate ice cream posters present?,"['sidetable', 'sidetable_1']"
What's the number of chocolate ice cream posters present?,"['sidetable', 'sidetable_2']"
What's the number of chocolate ice cream posters present?,"['sidetable', 'sidetable_3']"
What's the number of chocolate ice cream posters present?,"['sidetable', 'sidetable_4']"
What's the number of chocolate ice cream posters present?,"['small shelf', 'small shelf_1']"
What's the number of chocolate ice cream posters present?,"['small shelf', 'small shelf_2']"
What's the number of chocolate ice cream posters present?,"['small shelf', 'small shelf_3']"
What's the number of chocolate ice cream posters present?,"['small shelf', 'small shelf_4']"
What's the number of chocolate ice cream posters present?,"['vending machine', 'vending machine_1']"
What's the number of chocolate ice cream posters present?,"['vending machine', 'vending machine_2']"
What's the number of chocolate ice cream posters present?,"['water bottle', 'water bottle_1']"
What's the number of chocolate ice cream posters present?,"['water bottle', 'water bottle_2']"
What's the number of chocolate ice cream posters present?,"['water bottle', 'water bottle_3']"
What's the number of chocolate ice cream posters present?,"['water bottle', 'water bottle_4']"
What's the number of chocolate ice cream posters present?,"['welcome signboard', 'welcome signboard_1']"
What's the number of chocolate ice cream posters present?,"['white chocolate', 'white chocolate_1']"
What's the number of chocolate ice cream posters present?,"['white chocolate', 'white chocolate_2']"
What's the number of chocolate ice cream posters present?,"['yellow chocolate', 'yellow chocolate_1']"
What's the number of chocolate ice cream posters present?,"['yellow chocolate', 'yellow chocolate_2']"
How many coffee posters are there?,"['brown chocolate', 'brown chocolate_1']"
How many coffee posters are there?,"['brown chocolate', 'brown chocolate_2']"
How many coffee posters are there?,"['cash register', 'cash register_1']"
How many coffee posters are there?,"['chipbox', 'chipbox_1']"
How many coffee posters are there?,"['chipbox', 'chipbox_2']"
How many coffee posters are there?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
How many coffee posters are there?,"['counter', 'counter_1']"
How many coffee posters are there?,"['door', 'door_1']"
How many coffee posters are there?,"['door', 'door_2']"
How many coffee posters are there?,"['double door', 'double door_1']"
How many coffee posters are there?,"['double door', 'double door_2']"
How many coffee posters are there?,"['ice cream poster', 'ice cream poster_1']"
How many coffee posters are there?,"['lemon poster', 'lemon poster_1']"
How many coffee posters are there?,"['sale poster', 'sale poster_1']"
How many coffee posters are there?,"['sidetable', 'sidetable_1']"
How many coffee posters are there?,"['sidetable', 'sidetable_2']"
How many coffee posters are there?,"['sidetable', 'sidetable_3']"
How many coffee posters are there?,"['sidetable', 'sidetable_4']"
How many coffee posters are there?,"['small shelf', 'small shelf_1']"
How many coffee posters are there?,"['small shelf', 'small shelf_2']"
How many coffee posters are there?,"['small shelf', 'small shelf_3']"
How many coffee posters are there?,"['small shelf', 'small shelf_4']"
How many coffee posters are there?,"['vending machine', 'vending machine_1']"
How many coffee posters are there?,"['vending machine', 'vending machine_2']"
How many coffee posters are there?,"['water bottle', 'water bottle_1']"
How many coffee posters are there?,"['water bottle', 'water bottle_2']"
How many coffee posters are there?,"['water bottle', 'water bottle_3']"
How many coffee posters are there?,"['water bottle', 'water bottle_4']"
How many coffee posters are there?,"['welcome signboard', 'welcome signboard_1']"
How many coffee posters are there?,"['white chocolate', 'white chocolate_1']"
How many coffee posters are there?,"['white chocolate', 'white chocolate_2']"
How many coffee posters are there?,"['yellow chocolate', 'yellow chocolate_1']"
How many coffee posters are there?,"['yellow chocolate', 'yellow chocolate_2']"
Could you count the number of coffee posters?,"['brown chocolate', 'brown chocolate_1']"
Could you count the number of coffee posters?,"['brown chocolate', 'brown chocolate_2']"
Could you count the number of coffee posters?,"['cash register', 'cash register_1']"
Could you count the number of coffee posters?,"['chipbox', 'chipbox_1']"
Could you count the number of coffee posters?,"['chipbox', 'chipbox_2']"
Could you count the number of coffee posters?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
Could you count the number of coffee posters?,"['counter', 'counter_1']"
Could you count the number of coffee posters?,"['door', 'door_1']"
Could you count the number of coffee posters?,"['door', 'door_2']"
Could you count the number of coffee posters?,"['double door', 'double door_1']"
Could you count the number of coffee posters?,"['double door', 'double door_2']"
Could you count the number of coffee posters?,"['ice cream poster', 'ice cream poster_1']"
Could you count the number of coffee posters?,"['lemon poster', 'lemon poster_1']"
Could you count the number of coffee posters?,"['sale poster', 'sale poster_1']"
Could you count the number of coffee posters?,"['sidetable', 'sidetable_1']"
Could you count the number of coffee posters?,"['sidetable', 'sidetable_2']"
Could you count the number of coffee posters?,"['sidetable', 'sidetable_3']"
Could you count the number of coffee posters?,"['sidetable', 'sidetable_4']"
Could you count the number of coffee posters?,"['small shelf', 'small shelf_1']"
Could you count the number of coffee posters?,"['small shelf', 'small shelf_2']"
Could you count the number of coffee posters?,"['small shelf', 'small shelf_3']"
Could you count the number of coffee posters?,"['small shelf', 'small shelf_4']"
Could you count the number of coffee posters?,"['vending machine', 'vending machine_1']"
Could you count the number of coffee posters?,"['vending machine', 'vending machine_2']"
Could you count the number of coffee posters?,"['water bottle', 'water bottle_1']"
Could you count the number of coffee posters?,"['water bottle', 'water bottle_2']"
Could you count the number of coffee posters?,"['water bottle', 'water bottle_3']"
Could you count the number of coffee posters?,"['water bottle', 'water bottle_4']"
Could you count the number of coffee posters?,"['welcome signboard', 'welcome signboard_1']"
Could you count the number of coffee posters?,"['white chocolate', 'white chocolate_1']"
Could you count the number of coffee posters?,"['white chocolate', 'white chocolate_2']"
Could you count the number of coffee posters?,"['yellow chocolate', 'yellow chocolate_1']"
Could you count the number of coffee posters?,"['yellow chocolate', 'yellow chocolate_2']"
What's the total quantity of coffee posters?,"['brown chocolate', 'brown chocolate_1']"
What's the total quantity of coffee posters?,"['brown chocolate', 'brown chocolate_2']"
What's the total quantity of coffee posters?,"['cash register', 'cash register_1']"
What's the total quantity of coffee posters?,"['chipbox', 'chipbox_1']"
What's the total quantity of coffee posters?,"['chipbox', 'chipbox_2']"
What's the total quantity of coffee posters?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
What's the total quantity of coffee posters?,"['counter', 'counter_1']"
What's the total quantity of coffee posters?,"['door', 'door_1']"
What's the total quantity of coffee posters?,"['door', 'door_2']"
What's the total quantity of coffee posters?,"['double door', 'double door_1']"
What's the total quantity of coffee posters?,"['double door', 'double door_2']"
What's the total quantity of coffee posters?,"['ice cream poster', 'ice cream poster_1']"
What's the total quantity of coffee posters?,"['lemon poster', 'lemon poster_1']"
What's the total quantity of coffee posters?,"['sale poster', 'sale poster_1']"
What's the total quantity of coffee posters?,"['sidetable', 'sidetable_1']"
What's the total quantity of coffee posters?,"['sidetable', 'sidetable_2']"
What's the total quantity of coffee posters?,"['sidetable', 'sidetable_3']"
What's the total quantity of coffee posters?,"['sidetable', 'sidetable_4']"
What's the total quantity of coffee posters?,"['small shelf', 'small shelf_1']"
What's the total quantity of coffee posters?,"['small shelf', 'small shelf_2']"
What's the total quantity of coffee posters?,"['small shelf', 'small shelf_3']"
What's the total quantity of coffee posters?,"['small shelf', 'small shelf_4']"
What's the total quantity of coffee posters?,"['vending machine', 'vending machine_1']"
What's the total quantity of coffee posters?,"['vending machine', 'vending machine_2']"
What's the total quantity of coffee posters?,"['water bottle', 'water bottle_1']"
What's the total quantity of coffee posters?,"['water bottle', 'water bottle_2']"
What's the total quantity of coffee posters?,"['water bottle', 'water bottle_3']"
What's the total quantity of coffee posters?,"['water bottle', 'water bottle_4']"
What's the total quantity of coffee posters?,"['welcome signboard', 'welcome signboard_1']"
What's the total quantity of coffee posters?,"['white chocolate', 'white chocolate_1']"
What's the total quantity of coffee posters?,"['white chocolate', 'white chocolate_2']"
What's the total quantity of coffee posters?,"['yellow chocolate', 'yellow chocolate_1']"
What's the total quantity of coffee posters?,"['yellow chocolate', 'yellow chocolate_2']"
Can you provide the count of coffee posters?,"['brown chocolate', 'brown chocolate_1']"
Can you provide the count of coffee posters?,"['brown chocolate', 'brown chocolate_2']"
Can you provide the count of coffee posters?,"['cash register', 'cash register_1']"
Can you provide the count of coffee posters?,"['chipbox', 'chipbox_1']"
Can you provide the count of coffee posters?,"['chipbox', 'chipbox_2']"
Can you provide the count of coffee posters?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
Can you provide the count of coffee posters?,"['counter', 'counter_1']"
Can you provide the count of coffee posters?,"['door', 'door_1']"
Can you provide the count of coffee posters?,"['door', 'door_2']"
Can you provide the count of coffee posters?,"['double door', 'double door_1']"
Can you provide the count of coffee posters?,"['double door', 'double door_2']"
Can you provide the count of coffee posters?,"['ice cream poster', 'ice cream poster_1']"
Can you provide the count of coffee posters?,"['lemon poster', 'lemon poster_1']"
Can you provide the count of coffee posters?,"['sale poster', 'sale poster_1']"
Can you provide the count of coffee posters?,"['sidetable', 'sidetable_1']"
Can you provide the count of coffee posters?,"['sidetable', 'sidetable_2']"
Can you provide the count of coffee posters?,"['sidetable', 'sidetable_3']"
Can you provide the count of coffee posters?,"['sidetable', 'sidetable_4']"
Can you provide the count of coffee posters?,"['small shelf', 'small shelf_1']"
Can you provide the count of coffee posters?,"['small shelf', 'small shelf_2']"
Can you provide the count of coffee posters?,"['small shelf', 'small shelf_3']"
Can you provide the count of coffee posters?,"['small shelf', 'small shelf_4']"
Can you provide the count of coffee posters?,"['vending machine', 'vending machine_1']"
Can you provide the count of coffee posters?,"['vending machine', 'vending machine_2']"
Can you provide the count of coffee posters?,"['water bottle', 'water bottle_1']"
Can you provide the count of coffee posters?,"['water bottle', 'water bottle_2']"
Can you provide the count of coffee posters?,"['water bottle', 'water bottle_3']"
Can you provide the count of coffee posters?,"['water bottle', 'water bottle_4']"
Can you provide the count of coffee posters?,"['welcome signboard', 'welcome signboard_1']"
Can you provide the count of coffee posters?,"['white chocolate', 'white chocolate_1']"
Can you provide the count of coffee posters?,"['white chocolate', 'white chocolate_2']"
Can you provide the count of coffee posters?,"['yellow chocolate', 'yellow chocolate_1']"
Can you provide the count of coffee posters?,"['yellow chocolate', 'yellow chocolate_2']"
Do you know how many coffee posters exist?,"['brown chocolate', 'brown chocolate_1']"
Do you know how many coffee posters exist?,"['brown chocolate', 'brown chocolate_2']"
Do you know how many coffee posters exist?,"['cash register', 'cash register_1']"
Do you know how many coffee posters exist?,"['chipbox', 'chipbox_1']"
Do you know how many coffee posters exist?,"['chipbox', 'chipbox_2']"
Do you know how many coffee posters exist?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
Do you know how many coffee posters exist?,"['counter', 'counter_1']"
Do you know how many coffee posters exist?,"['door', 'door_1']"
Do you know how many coffee posters exist?,"['door', 'door_2']"
Do you know how many coffee posters exist?,"['double door', 'double door_1']"
Do you know how many coffee posters exist?,"['double door', 'double door_2']"
Do you know how many coffee posters exist?,"['ice cream poster', 'ice cream poster_1']"
Do you know how many coffee posters exist?,"['lemon poster', 'lemon poster_1']"
Do you know how many coffee posters exist?,"['sale poster', 'sale poster_1']"
Do you know how many coffee posters exist?,"['sidetable', 'sidetable_1']"
Do you know how many coffee posters exist?,"['sidetable', 'sidetable_2']"
Do you know how many coffee posters exist?,"['sidetable', 'sidetable_3']"
Do you know how many coffee posters exist?,"['sidetable', 'sidetable_4']"
Do you know how many coffee posters exist?,"['small shelf', 'small shelf_1']"
Do you know how many coffee posters exist?,"['small shelf', 'small shelf_2']"
Do you know how many coffee posters exist?,"['small shelf', 'small shelf_3']"
Do you know how many coffee posters exist?,"['small shelf', 'small shelf_4']"
Do you know how many coffee posters exist?,"['vending machine', 'vending machine_1']"
Do you know how many coffee posters exist?,"['vending machine', 'vending machine_2']"
Do you know how many coffee posters exist?,"['water bottle', 'water bottle_1']"
Do you know how many coffee posters exist?,"['water bottle', 'water bottle_2']"
Do you know how many coffee posters exist?,"['water bottle', 'water bottle_3']"
Do you know how many coffee posters exist?,"['water bottle', 'water bottle_4']"
Do you know how many coffee posters exist?,"['welcome signboard', 'welcome signboard_1']"
Do you know how many coffee posters exist?,"['white chocolate', 'white chocolate_1']"
Do you know how many coffee posters exist?,"['white chocolate', 'white chocolate_2']"
Do you know how many coffee posters exist?,"['yellow chocolate', 'yellow chocolate_1']"
Do you know how many coffee posters exist?,"['yellow chocolate', 'yellow chocolate_2']"
What's the number of coffee posters present?,"['brown chocolate', 'brown chocolate_1']"
What's the number of coffee posters present?,"['brown chocolate', 'brown chocolate_2']"
What's the number of coffee posters present?,"['cash register', 'cash register_1']"
What's the number of coffee posters present?,"['chipbox', 'chipbox_1']"
What's the number of coffee posters present?,"['chipbox', 'chipbox_2']"
What's the number of coffee posters present?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
What's the number of coffee posters present?,"['counter', 'counter_1']"
What's the number of coffee posters present?,"['door', 'door_1']"
What's the number of coffee posters present?,"['door', 'door_2']"
What's the number of coffee posters present?,"['double door', 'double door_1']"
What's the number of coffee posters present?,"['double door', 'double door_2']"
What's the number of coffee posters present?,"['ice cream poster', 'ice cream poster_1']"
What's the number of coffee posters present?,"['lemon poster', 'lemon poster_1']"
What's the number of coffee posters present?,"['sale poster', 'sale poster_1']"
What's the number of coffee posters present?,"['sidetable', 'sidetable_1']"
What's the number of coffee posters present?,"['sidetable', 'sidetable_2']"
What's the number of coffee posters present?,"['sidetable', 'sidetable_3']"
What's the number of coffee posters present?,"['sidetable', 'sidetable_4']"
What's the number of coffee posters present?,"['small shelf', 'small shelf_1']"
What's the number of coffee posters present?,"['small shelf', 'small shelf_2']"
What's the number of coffee posters present?,"['small shelf', 'small shelf_3']"
What's the number of coffee posters present?,"['small shelf', 'small shelf_4']"
What's the number of coffee posters present?,"['vending machine', 'vending machine_1']"
What's the number of coffee posters present?,"['vending machine', 'vending machine_2']"
What's the number of coffee posters present?,"['water bottle', 'water bottle_1']"
What's the number of coffee posters present?,"['water bottle', 'water bottle_2']"
What's the number of coffee posters present?,"['water bottle', 'water bottle_3']"
What's the number of coffee posters present?,"['water bottle', 'water bottle_4']"
What's the number of coffee posters present?,"['welcome signboard', 'welcome signboard_1']"
What's the number of coffee posters present?,"['white chocolate', 'white chocolate_1']"
What's the number of coffee posters present?,"['white chocolate', 'white chocolate_2']"
What's the number of coffee posters present?,"['yellow chocolate', 'yellow chocolate_1']"
What's the number of coffee posters present?,"['yellow chocolate', 'yellow chocolate_2']"
How many counters are there?,"['brown chocolate', 'brown chocolate_1']"
How many counters are there?,"['brown chocolate', 'brown chocolate_2']"
How many counters are there?,"['cash register', 'cash register_1']"
How many counters are there?,"['chipbox', 'chipbox_1']"
How many counters are there?,"['chipbox', 'chipbox_2']"
How many counters are there?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
How many counters are there?,"['coffee poster', 'coffee poster_1']"
How many counters are there?,"['door', 'door_1']"
How many counters are there?,"['door', 'door_2']"
How many counters are there?,"['double door', 'double door_1']"
How many counters are there?,"['double door', 'double door_2']"
How many counters are there?,"['ice cream poster', 'ice cream poster_1']"
How many counters are there?,"['lemon poster', 'lemon poster_1']"
How many counters are there?,"['sale poster', 'sale poster_1']"
How many counters are there?,"['sidetable', 'sidetable_1']"
How many counters are there?,"['sidetable', 'sidetable_2']"
How many counters are there?,"['sidetable', 'sidetable_3']"
How many counters are there?,"['sidetable', 'sidetable_4']"
How many counters are there?,"['small shelf', 'small shelf_1']"
How many counters are there?,"['small shelf', 'small shelf_2']"
How many counters are there?,"['small shelf', 'small shelf_3']"
How many counters are there?,"['small shelf', 'small shelf_4']"
How many counters are there?,"['vending machine', 'vending machine_1']"
How many counters are there?,"['vending machine', 'vending machine_2']"
How many counters are there?,"['water bottle', 'water bottle_1']"
How many counters are there?,"['water bottle', 'water bottle_2']"
How many counters are there?,"['water bottle', 'water bottle_3']"
How many counters are there?,"['water bottle', 'water bottle_4']"
How many counters are there?,"['welcome signboard', 'welcome signboard_1']"
How many counters are there?,"['white chocolate', 'white chocolate_1']"
How many counters are there?,"['white chocolate', 'white chocolate_2']"
How many counters are there?,"['yellow chocolate', 'yellow chocolate_1']"
How many counters are there?,"['yellow chocolate', 'yellow chocolate_2']"
Could you count the number of counters?,"['brown chocolate', 'brown chocolate_1']"
Could you count the number of counters?,"['brown chocolate', 'brown chocolate_2']"
Could you count the number of counters?,"['cash register', 'cash register_1']"
Could you count the number of counters?,"['chipbox', 'chipbox_1']"
Could you count the number of counters?,"['chipbox', 'chipbox_2']"
Could you count the number of counters?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
Could you count the number of counters?,"['coffee poster', 'coffee poster_1']"
Could you count the number of counters?,"['door', 'door_1']"
Could you count the number of counters?,"['door', 'door_2']"
Could you count the number of counters?,"['double door', 'double door_1']"
Could you count the number of counters?,"['double door', 'double door_2']"
Could you count the number of counters?,"['ice cream poster', 'ice cream poster_1']"
Could you count the number of counters?,"['lemon poster', 'lemon poster_1']"
Could you count the number of counters?,"['sale poster', 'sale poster_1']"
Could you count the number of counters?,"['sidetable', 'sidetable_1']"
Could you count the number of counters?,"['sidetable', 'sidetable_2']"
Could you count the number of counters?,"['sidetable', 'sidetable_3']"
Could you count the number of counters?,"['sidetable', 'sidetable_4']"
Could you count the number of counters?,"['small shelf', 'small shelf_1']"
Could you count the number of counters?,"['small shelf', 'small shelf_2']"
Could you count the number of counters?,"['small shelf', 'small shelf_3']"
Could you count the number of counters?,"['small shelf', 'small shelf_4']"
Could you count the number of counters?,"['vending machine', 'vending machine_1']"
Could you count the number of counters?,"['vending machine', 'vending machine_2']"
Could you count the number of counters?,"['water bottle', 'water bottle_1']"
Could you count the number of counters?,"['water bottle', 'water bottle_2']"
Could you count the number of counters?,"['water bottle', 'water bottle_3']"
Could you count the number of counters?,"['water bottle', 'water bottle_4']"
Could you count the number of counters?,"['welcome signboard', 'welcome signboard_1']"
Could you count the number of counters?,"['white chocolate', 'white chocolate_1']"
Could you count the number of counters?,"['white chocolate', 'white chocolate_2']"
Could you count the number of counters?,"['yellow chocolate', 'yellow chocolate_1']"
Could you count the number of counters?,"['yellow chocolate', 'yellow chocolate_2']"
What's the total quantity of counters?,"['brown chocolate', 'brown chocolate_1']"
What's the total quantity of counters?,"['brown chocolate', 'brown chocolate_2']"
What's the total quantity of counters?,"['cash register', 'cash register_1']"
What's the total quantity of counters?,"['chipbox', 'chipbox_1']"
What's the total quantity of counters?,"['chipbox', 'chipbox_2']"
What's the total quantity of counters?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
What's the total quantity of counters?,"['coffee poster', 'coffee poster_1']"
What's the total quantity of counters?,"['door', 'door_1']"
What's the total quantity of counters?,"['door', 'door_2']"
What's the total quantity of counters?,"['double door', 'double door_1']"
What's the total quantity of counters?,"['double door', 'double door_2']"
What's the total quantity of counters?,"['ice cream poster', 'ice cream poster_1']"
What's the total quantity of counters?,"['lemon poster', 'lemon poster_1']"
What's the total quantity of counters?,"['sale poster', 'sale poster_1']"
What's the total quantity of counters?,"['sidetable', 'sidetable_1']"
What's the total quantity of counters?,"['sidetable', 'sidetable_2']"
What's the total quantity of counters?,"['sidetable', 'sidetable_3']"
What's the total quantity of counters?,"['sidetable', 'sidetable_4']"
What's the total quantity of counters?,"['small shelf', 'small shelf_1']"
What's the total quantity of counters?,"['small shelf', 'small shelf_2']"
What's the total quantity of counters?,"['small shelf', 'small shelf_3']"
What's the total quantity of counters?,"['small shelf', 'small shelf_4']"
What's the total quantity of counters?,"['vending machine', 'vending machine_1']"
What's the total quantity of counters?,"['vending machine', 'vending machine_2']"
What's the total quantity of counters?,"['water bottle', 'water bottle_1']"
What's the total quantity of counters?,"['water bottle', 'water bottle_2']"
What's the total quantity of counters?,"['water bottle', 'water bottle_3']"
What's the total quantity of counters?,"['water bottle', 'water bottle_4']"
What's the total quantity of counters?,"['welcome signboard', 'welcome signboard_1']"
What's the total quantity of counters?,"['white chocolate', 'white chocolate_1']"
What's the total quantity of counters?,"['white chocolate', 'white chocolate_2']"
What's the total quantity of counters?,"['yellow chocolate', 'yellow chocolate_1']"
What's the total quantity of counters?,"['yellow chocolate', 'yellow chocolate_2']"
Can you provide the count of counters?,"['brown chocolate', 'brown chocolate_1']"
Can you provide the count of counters?,"['brown chocolate', 'brown chocolate_2']"
Can you provide the count of counters?,"['cash register', 'cash register_1']"
Can you provide the count of counters?,"['chipbox', 'chipbox_1']"
Can you provide the count of counters?,"['chipbox', 'chipbox_2']"
Can you provide the count of counters?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
Can you provide the count of counters?,"['coffee poster', 'coffee poster_1']"
Can you provide the count of counters?,"['door', 'door_1']"
Can you provide the count of counters?,"['door', 'door_2']"
Can you provide the count of counters?,"['double door', 'double door_1']"
Can you provide the count of counters?,"['double door', 'double door_2']"
Can you provide the count of counters?,"['ice cream poster', 'ice cream poster_1']"
Can you provide the count of counters?,"['lemon poster', 'lemon poster_1']"
Can you provide the count of counters?,"['sale poster', 'sale poster_1']"
Can you provide the count of counters?,"['sidetable', 'sidetable_1']"
Can you provide the count of counters?,"['sidetable', 'sidetable_2']"
Can you provide the count of counters?,"['sidetable', 'sidetable_3']"
Can you provide the count of counters?,"['sidetable', 'sidetable_4']"
Can you provide the count of counters?,"['small shelf', 'small shelf_1']"
Can you provide the count of counters?,"['small shelf', 'small shelf_2']"
Can you provide the count of counters?,"['small shelf', 'small shelf_3']"
Can you provide the count of counters?,"['small shelf', 'small shelf_4']"
Can you provide the count of counters?,"['vending machine', 'vending machine_1']"
Can you provide the count of counters?,"['vending machine', 'vending machine_2']"
Can you provide the count of counters?,"['water bottle', 'water bottle_1']"
Can you provide the count of counters?,"['water bottle', 'water bottle_2']"
Can you provide the count of counters?,"['water bottle', 'water bottle_3']"
Can you provide the count of counters?,"['water bottle', 'water bottle_4']"
Can you provide the count of counters?,"['welcome signboard', 'welcome signboard_1']"
Can you provide the count of counters?,"['white chocolate', 'white chocolate_1']"
Can you provide the count of counters?,"['white chocolate', 'white chocolate_2']"
Can you provide the count of counters?,"['yellow chocolate', 'yellow chocolate_1']"
Can you provide the count of counters?,"['yellow chocolate', 'yellow chocolate_2']"
Do you know how many counters exist?,"['brown chocolate', 'brown chocolate_1']"
Do you know how many counters exist?,"['brown chocolate', 'brown chocolate_2']"
Do you know how many counters exist?,"['cash register', 'cash register_1']"
Do you know how many counters exist?,"['chipbox', 'chipbox_1']"
Do you know how many counters exist?,"['chipbox', 'chipbox_2']"
Do you know how many counters exist?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
Do you know how many counters exist?,"['coffee poster', 'coffee poster_1']"
Do you know how many counters exist?,"['door', 'door_1']"
Do you know how many counters exist?,"['door', 'door_2']"
Do you know how many counters exist?,"['double door', 'double door_1']"
Do you know how many counters exist?,"['double door', 'double door_2']"
Do you know how many counters exist?,"['ice cream poster', 'ice cream poster_1']"
Do you know how many counters exist?,"['lemon poster', 'lemon poster_1']"
Do you know how many counters exist?,"['sale poster', 'sale poster_1']"
Do you know how many counters exist?,"['sidetable', 'sidetable_1']"
Do you know how many counters exist?,"['sidetable', 'sidetable_2']"
Do you know how many counters exist?,"['sidetable', 'sidetable_3']"
Do you know how many counters exist?,"['sidetable', 'sidetable_4']"
Do you know how many counters exist?,"['small shelf', 'small shelf_1']"
Do you know how many counters exist?,"['small shelf', 'small shelf_2']"
Do you know how many counters exist?,"['small shelf', 'small shelf_3']"
Do you know how many counters exist?,"['small shelf', 'small shelf_4']"
Do you know how many counters exist?,"['vending machine', 'vending machine_1']"
Do you know how many counters exist?,"['vending machine', 'vending machine_2']"
Do you know how many counters exist?,"['water bottle', 'water bottle_1']"
Do you know how many counters exist?,"['water bottle', 'water bottle_2']"
Do you know how many counters exist?,"['water bottle', 'water bottle_3']"
Do you know how many counters exist?,"['water bottle', 'water bottle_4']"
Do you know how many counters exist?,"['welcome signboard', 'welcome signboard_1']"
Do you know how many counters exist?,"['white chocolate', 'white chocolate_1']"
Do you know how many counters exist?,"['white chocolate', 'white chocolate_2']"
Do you know how many counters exist?,"['yellow chocolate', 'yellow chocolate_1']"
Do you know how many counters exist?,"['yellow chocolate', 'yellow chocolate_2']"
What's the number of counters present?,"['brown chocolate', 'brown chocolate_1']"
What's the number of counters present?,"['brown chocolate', 'brown chocolate_2']"
What's the number of counters present?,"['cash register', 'cash register_1']"
What's the number of counters present?,"['chipbox', 'chipbox_1']"
What's the number of counters present?,"['chipbox', 'chipbox_2']"
What's the number of counters present?,"['chocolate ice cream poster', 'chocolate ice cream poster_1']"
What's the number of counters present?,"['coffee poster', 'coffee poster_1']"
What's the number of counters present?,"['door', 'door_1']"
What's the number of counters present?,"['door', 'door_2']"
What's the number of counters present?,"['double door', 'double door_1']"
What's the number of counters present?,"['double door', 'double door_2']"
What's the number of counters present?,"['ice cream poster', 'ice cream poster_1']"
What's the number of counters present?,"['lemon poster', 'lemon poster_1']"
What's the number of counters present?,"['sale poster', 'sale poster_1']"
What's the number of counters present?,"['sidetable', 'sidetable_1']"
What's the number of counters present?,"['sidetable', 'sidetable_2']"
What's the number of counters present?,"['sidetable', 'sidetable_3']"
What's the number of counters present?,"['sidetable', 'sidetable_4']"
What's the number of counters present?,"['small shelf', 'small shelf_1']"
What's the number of counters present?,"['small shelf', 'small shelf_2']"
What's the number of counters present?,"['small shelf', 'small shelf_3']"
What's the number of counters present?,"['small shelf', 'small shelf_4']"
What's the number of counters present?,"['vending machine', 'vending machine_1']"
